TOPIC,SUB_TOPIC
meprovided,"meprovided skin hydration, helpful meprovided skin, really helpful meprovided"
moisturizationmamaearth,"hydration moisturizationmamaearth aqua, skin hydration moisturizationmamaearth, moisturizationmamaearth aqua glow"
extremelynice,"extremelynice productthe mamaearth, like extremelynice productthe"
seee,"im morning seee, morning seee magic, seee magic cream"
furter,"product wonderful furter, furter damage hair, wonderful furter damage"
febulace,"rely product febulace, febulace great product, product febulace great"
grwoo,"grwoo last day, hair grwoo last, see hair grwoo"
usedthankyou,"ever usedthankyou mamaearth, usedthankyou mamaearth taking, best ever usedthankyou"
spotsi,"remove dark spotsi, dark spotsi like, spotsi like product"
damnn,"damnn toner give, mama earthand damnn, earthand damnn toner"
rotten,smell like rotten
shpould,"acne pimple shpould, pimple shpould use, shpould use thisthis"
basil,"goodness basil coconut, basil coconut oil, soap goodness basil, bar goodness basil"
skinned,"oily skinned control, skinned control sebum, recommended oily skinned"
snowing,"snowing indiahahahhaand yeahhair, hair like snowing, like snowing indiahahahhaand, snowing result skin, day snowing result"
peep,must try peep
growt,"growt must try, help hair growt, hair growt must"
creammust,"cream love creammust, creammust try pigmentation, love creammust try"
goodnessso,"goodnessso good productdoes, natural goodnessso good, filled natural goodnessso"
coudnt,"coudnt stop reading, many benefitsi coudnt, benefitsi coudnt stop, coudnt even made, birth worriedbcz coudnt"
4irth,"love productthis 4irth, 4irth purchase clean, productthis 4irth purchase"
10to,"share 10to 12yrs, please share 10to"
12yrs,share 10to 12yrs
lifebut,"lifebut product toddler, change lifebut product, product change lifebut"
relatively,"relatively light nongreasy, oil relatively light, shower oil relatively, india relatively safe, relatively safe use"
hisher,"love hisher bath, hisher bath free, fall love hisher"
isse,"really work isse, work isse meri, isse meri sari, isse mahine use, aap isse mahine"
receiving,"receiving many compliment, face washwe receiving, washwe receiving many"
washwe,"love face washwe, face washwe receiving, washwe receiving many"
muchwhat,"daughter like muchwhat, like muchwhat fragrance, muchwhat fragrance feel"
soapso,"eat soapso satisfied, like eat soapso"
reminds,"reminds nani used, fav reminds nani, shampoo fav reminds"
sibling,care product sibling
foll,"foll kit liya, hair foll kit, maine hair foll"
approprietly,"approprietly moisturised happy, thank mamaearthvery approprietly, mamaearthvery approprietly moisturised"
atcha,"atcha laga hain, bohot atcha laga, mujhe bohot atcha"
productfirst,"productfirst tym purchase, nyc productfirst tym"
conditionerluv,shampoo nd conditionerluv
weeeks,instantly within weeeks
faceworks,"scar faceworks instantly, spot scar faceworks, faceworks instantly within"
costits,"costits well worth, green tea costits, tea costits well"
proportion,"generous proportion green, contains generous proportion, proportion green tea"
stylist,"treatment stylist recommended, keratin treatment stylist, stylist recommended mamaearth"
thenseriously,"since thenseriously loved, using since thenseriously"
skinfriend,"wanted glowing skinfriend, skinfriend suggested spotless, glowing skinfriend suggested"
sedum,"gone oil sedum, oil sedum secretion, sedum secretion reduced"
loreal,"rather loreal wella, loreal wella etc, good rather loreal"
wella,"rather loreal wella, loreal wella etc"
additionally,"additionally added supple, serum doit additionally, doit additionally added"
doit,"serum doit additionally, doit additionally added, thing serum doit"
productgently,"result productgently clean, loving result productgently, productgently clean skin"
awesomem,"acne pimple awesomem, pimple awesomem loving, awesomem loving result"
praissed,"praissed good skin, vitamin always praissed, always praissed good"
leaveonhas,"leaveonhas reduced hair, keeping leaveonhas reduced, instead keeping leaveonhas"
glowkeeps,"glowkeeps away early, achieve radiant glowkeeps, radiant glowkeeps away"
experiencei,"tell experiencei started, let tell experiencei, experiencei started using"
todaymy,"bottle todaymy whole, 4th bottle todaymy, todaymy whole family"
bittotaly,"grown bittotaly recommended, hair grown bittotaly"
wantmy,"result wantmy hair, give result wantmy, wantmy hair look"
skinalso,"layer skinalso remove, skinalso remove skin, upper layer skinalso"
saidlasts,"saidlasts longer shine, actually saidlasts longer, product actually saidlasts"
brightly,"longer shine brightly, shine brightly im, brightly im definitely"
opne,"lightens opne pore, opne pore repair, toner lightens opne"
vanishing,"completely vanishing stuff, vanishing stuff giving, acne completely vanishing"
ta,"ta darun kaj, ta thik hoa, skin ta thik, cream ta darun, day skin ta"
winterbaby,"happy result winterbaby, result winterbaby face, winterbaby face became"
peaceful,"help peaceful sleep, sure help peaceful, peaceful sleep reducing, order feel peaceful, feel peaceful sweet"
named,"happier tree named, tree named husband"
thnxgonna,"loved thnxgonna buy, hair loved thnxgonna"
skinworks,"oily acneprone skinworks, acneprone skinworks really, skinworks really good"
refreshingthose,"refreshingthose acne definitely, much soothing refreshingthose, soothing refreshingthose acne"
specialty,"specialty mamaearth product, mamaearth specialty mamaearth, product mamaearth specialty"
chamical,"mamaearth product chamical, product chamical free, chamical free natural"
isthank,"isthank mamaearth blessing, review isthank mamaearth, conditioner review isthank"
glowingtan,"skin glowingtan removal, face skin glowingtan, glowingtan removal also"
thankfulthis,thankfulthis shampoo successfully
maskyeah,"love maskyeah im, free love maskyeah, maskyeah im reviewing"
washjust,"washjust perfectly suited, tan face washjust, face washjust perfectly"
mademy,"naturally mademy experience, mademy experience face, suited naturally mademy"
bestvery,"one bestvery positive, mamaearth one bestvery, bestvery positive mamaearth"
freethank,"dandruff freethank mamaearth, hair dandruff freethank"
pear,"pear dove melt, product pear dove, wonderful product pear"
3to,"3to day reduce, fall within 3to, within 3to day"
bi,"bi louch kijiye, baby kit bi, kit bi louch, us hair bi, hair bi consider"
selfies,book taking selfies
book,"love reading book, reading book taking, book taking selfies"
sampo,"onion sampo hair, combination onion sampo, sampo hair oil"
revitalize,"strong revitalize dull, revitalize dull hair, soft strong revitalize, hair strong revitalize"
reallyit,"reallyit made difference, amazing mask reallyit, mask reallyit made"
vacay,"difference recent vacay, recent vacay tan, vacay tan gone"
tooparlour,"brightens tooparlour cleansed, tooparlour cleansed face, tightens brightens tooparlour"
bestiecuz,"bestiecuz skin dull, skin bestiecuz skin, mamaearth skin bestiecuz"
fristle,"goodbye fristle hair, say goodbye fristle"
usinf,"first usinf product, usinf product hair"
khud,"khud use kiya, believe maine khud, maine khud use, muje khud yakeen, khud yakeen nhi"
rahi,"kr rahi hu, rahi hu product, wait kr rahi, use kar rahi, kar rahi hoon"
beautifulvery,"hair healthy beautifulvery, beautifulvery best product, healthy beautifulvery best"
scalpmakes,"nourishment scalpmakes hair, scalpmakes hair healthy, give nourishment scalpmakes"
oilbcz,"fall treatment oilbcz, oilbcz care hair, treatment oilbcz care, recommended oilbcz worth, oilbcz worth try"
alla,"solves alla must, alla must buy, cream solves alla"
kidshe,"came till kidshe, till kidshe sensitive, kidshe sensitive dry"
botanica,"texture st botanica, ayurveda st botanica, botanica nykka serum, st botanica nykka, botanica serum also"
dictate,"got dictate anti, dictate anti dandruff"
clogging,"lung clogging organic, clogging organic thing, earth lung clogging"
lung,"mama earth lung, lung clogging organic, earth lung clogging"
nonchemical,"product nonchemical non, nonchemical non toxin, mamaearth product nonchemical, nonchemical natural skin, go looking nonchemical"
magucs,"wrking magucs skin, product wrking magucs, magucs skin love"
wrking,"wrking magucs skin, product wrking magucs, ur product wrking"
usinh,"usinh shampoo also, gwt stronger usinh, stronger usinh shampoo"
miscellar,"miscellar water contains, formulation miscellar water"
mamaeartstill,"product mamaeartstill date, mamaeartstill date use, another product mamaeartstill"
thickerwhat,"thickerwhat amazing product, stronger thickerwhat amazing, become stronger thickerwhat"
9month,"soap useful 9month, useful 9month old, 9month old boy"
onlysuper,"onlysuper amazing result, natural ingredient onlysuper, ingredient onlysuper amazing"
worls,"worls like hair, best worls like, hair best worls"
monthsmy,"monthsmy husband got, using monthsmy husband"
tryprotects,"tryprotects skin dust, gave tryprotects skin, purchasing gave tryprotects"
togetheri,"work togetheri little, togetheri little confuse, ask work togetheri"
confuse,togetheri little confuse
tak,"tak skin hydrate, 72 hour tak, hour tak skin, liye ab tak, ab tak ka"
evenmore,"ingredient make evenmore, evenmore better kid, make evenmore better"
salei,"time salei experienced, salei experienced good, first time salei"
lipsso,"good lipsso smooth, experienced good lipsso, lipsso smooth moisturising"
productbig,"impressive productbig thumb, quite impressive productbig"
producht,"mamaearth producht amazing, range mamaearth producht"
yetone,"product yetone friend, good product yetone, yetone friend recommended"
yea,"yea tree good, summer yea tree, perfect summer yea"
franganceits,"love franganceits made, franganceits made natural, son love franganceits"
4months,"continuously 4months skin, 4months skin colour, using continuously 4months"
pox,"pox mark give, removed chicken pox, chicken pox mark"
chicken,"removed chicken pox, chicken pox mark, good removed chicken"
accne,"accne mark face, experience accne mark, week experience accne"
12th,"hand 12th tube, 12th tube go, got hand 12th"
perfumeall,"perfumeall product mama, loved perfumeall product, really loved perfumeall"
appreciatedi,"totally appreciatedi love, appreciatedi love mama, earth totally appreciatedi"
beomes,"skin beomes soft, awesome skin beomes, beomes soft shiny"
thistrust,"suggestion tried thistrust, thistrust awesome skin, tried thistrust awesome"
splotch,"red splotch dry, one red splotch, splotch dry patch"
amout,"amout really le, sensitive skin amout, skin amout really"
momto,"colour momto attend, momto attend family, got colour momto"
arrowroot,"like oat arrowroot, arrowroot powder etc, oat arrowroot powder, ingredient oatmeal arrowroot, oatmeal arrowroot plant"
chiz,"best chiz thnk, chiz thnk mama, liye best chiz"
chnge,"chnge hair texture, using observed chnge, observed chnge hair"
muchlso,"veryy muchlso improved, hair veryy muchlso"
fewest,"cleanser fewest chemical, fewest chemical clean, facial cleanser fewest"
establishing,"much establishing wonderful, establishing wonderful product, safethank much establishing"
locely,locely prodctrduces acneclear
skinmama,"prodctrduces acneclear skinmama, acneclear skinmama earth, skinmama earth prodcts"
prodctrduces,"locely prodctrduces acneclear, prodctrduces acneclear skinmama"
acneclear,"locely prodctrduces acneclear, prodctrduces acneclear skinmama, acneclear skinmama earth"
wonderfulworked,"argan shampoo wonderfulworked, shampoo wonderfulworked well, wonderfulworked well frizzy"
refesh,"skin cell refesh, refesh ur body, cell refesh ur"
caution,"caution thankfully mild, try everything caution, everything caution thankfully"
productread,"nice productread many, productread many mamaearth"
